Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
1,65,155,147,74,4000,4000,-3326,-4000
1,61,133,284,41,4000,4000,-2549,-3912
1,32,95,492,44,4000,4000,-2044,-3671
1,-9,-105,598,69,4000,4000,-1051,-4000
1,-13,-247,736,101,4000,4000,-420,-4000
1,-4,-272,831,89,4000,3609,-477,-4000
1,-72,-416,1257,65,4000,2970,-731,-4000
1,-116,-278,2474,44,4000,2255,-1262,-4000
1,-79,-6,2811,27,4000,1547,-2061,-4000
1,-21,77,2016,60,4000,1157,-3277,-4000
1,-16,224,830,20,4000,1026,-4000,-4000
1,-46,477,-60,-60,4000,1083,-4000,-4000
1,-22,550,-1427,-119,4000,1515,-4000,-4000
1,-43,401,-2810,-166,4000,1862,-2408,-4000
1,-88,-314,-2223,-76,4000,-615,4000,-4000
1,-97,-146,-1230,-21,4000,-1261,4000,-4000
1,-66,-114,392,-47,4000,-2014,4000,-4000
1,-87,-72,2073,15,4000,-2853,4000,-4000
1,-52,-24,2158,64,4000,-3635,4000,-4000
1,-10,16,2343,23,4000,-4000,4000,-3870
1,-21,-10,2526,34,4000,-4000,4000,-2881
1,17,-98,1410,1,4000,-4000,4000,-2230
1,17,-105,278,18,4000,-4000,4000,-1664
1,30,-86,-682,12,4000,-3962,4000,-1005
1,34,-73,-1212,-21,4000,-3144,4000,-324
1,43,-88,-1367,-84,3837,-2246,4000,446
1,90,-158,-1407,-100,1568,-1054,4000,1411
1,21,-187,-1063,-98,-1796,307,4000,2770
1,-2,-139,-843,-121,-4000,1704,4000,4000
1,-25,-150,-503,-75,-4000,3292,4000,4000
1,-102,-135,-178,-66,-4000,4000,4000,4000
1,-124,-113,231,-54,-4000,4000,4000,4000
1,-80,-30,562,-69,-4000,4000,4000,4000
1,-37,-49,777,-23,-4000,4000,4000,4000
1,-20,-43,1501,9,-4000,4000,4000,4000
1,-73,37,1279,-15,-4000,4000,4000,4000
1,-94,17,683,-25,-4000,4000,4000,4000
1,-56,18,982,-19,-4000,4000,2191,4000
1,-64,27,610,-33,-4000,4000,211,4000
1,-59,64,-759,-149,-4000,4000,-1462,4000
1,-75,43,-1451,-198,-4000,4000,-3212,4000
1,-45,69,-1259,-251,-4000,4000,-4000,4000
1,-38,103,-1362,-251,-4000,4000,-4000,4000
1,-48,112,-1274,-212,-4000,4000,-4000,4000
1,-30,135,-761,-198,-4000,4000,-4000,4000
1,-26,133,116,-90,-4000,4000,-4000,4000
1,-12,142,801,-20,-4000,4000,-4000,4000
1,-43,127,646,150,-4000,4000,-4000,4000
1,-12,139,596,240,-4000,4000,-4000,4000
1,32,168,976,179,-4000,4000,-4000,3991
1,81,181,1894,238,-4000,3491,-4000,2965
1,86,131,2133,227,-4000,2758,-4000,2510
1,159,66,1184,38,-4000,1774,-4000,2176
1,325,10,445,-145,-4000,658,-4000,1859
1,389,-8,-381,-137,-4000,-667,-4000,1915
1,257,-31,-881,-133,-4000,-1851,-4000,1850
1,141,-114,-1144,-151,-4000,-3101,-4000,1411
1,-6,-171,-1147,-141,-4000,-4000,-4000,1006
1,-279,-183,-341,-116,-4000,-4000,-4000,817
1,-359,-146,1247,-121,-4000,-4000,-4000,581
1,-68,-265,410,80,-2271,-4000,-4000,-1650
1,-92,-346,-1619,32,-108,-4000,-4000,-1986
1,125,288,-869,40,-2010,-4000,-3326,-3931
1,237,309,272,-51,-724,-4000,-2204,-3480
1,226,332,207,30,358,-4000,-538,-3072
1,298,325,-163,34,-547,-4000,-22,-3200
1,660,201,720,68,556,-4000,-538,-3539
1,595,127,272,89,2711,-4000,-2679,-3805
1,292,44,-513,67,3102,-4000,-4000,-3539
1,204,-107,-143,48,2813,-4000,-4000,-3659
1,38,-226,980,-37,3334,-4000,-4000,-3931
1,29,-375,2592,-137,4000,-4000,-3977,-3319
1,-580,3,1989,-102,4000,-4000,4000,-1203
1,-518,200,109,-114,4000,-4000,4000,-333
1,-327,199,-1488,49,4000,-4000,4000,827
1,-42,-29,-2497,53,4000,-4000,4000,-639
1,182,-31,-1547,-53,4000,-4000,2823,-1902
1,226,95,33,-8,4000,-3962,211,-3740
1,154,58,1610,171,4000,-3569,-967,-3462
1,146,-104,2486,172,4000,-2998,113,-2746
1,86,-232,2910,92,4000,-2218,3429,-2509
1,322,-202,2551,-12,4000,-1199,4000,-2090
1,695,-244,1228,-34,4000,-56,4000,-1143
1,686,-257,288,-113,4000,1098,4000,-396
1,528,-104,467,-186,4000,2295,4000,-753
1,436,60,749,-164,2320,3398,4000,-687
1,25,154,1175,80,513,4000,4000,-1018
1,-178,90,1886,209,-1440,4000,4000,-1042
1,78,77,2461,183,-4000,4000,4000,-639
1,21,-8,1444,-55,-4000,4000,4000,-69
1,-354,-234,-2497,-26,-4000,4000,4000,-370
1,-260,4,-1832,261,-4000,4000,-4000,1091
1,465,-226,-1231,168,-4000,4000,-4000,1142
1,1238,-351,-562,95,-4000,4000,-4000,938
1,1345,-158,2158,-196,-4000,3472,-4000,1635
1,953,-18,960,-104,-4000,3426,-4000,1207
1,697,38,387,76,-4000,3396,-4000,1715
1,603,-31,759,6,-4000,3339,-4000,2445
1,849,144,2158,85,-4000,3212,-3390,2485
1,346,110,2811,89,-4000,2840,-1582,2371
1,-1416,-232,1630,329,-4000,-4000,4000,-4000
1,-1278,-340,-976,59,-4000,-4000,4000,-2069
1,-420,-214,-1933,-38,4000,-4000,4000,14
1,428,-117,-2479,-436,4000,-4000,4000,947
1,790,-163,-2670,-704,4000,-4000,4000,1138
1,964,-76,-1679,-119,4000,-4000,-528,1150
1,851,109,-47,-151,4000,-4000,1247,1654
1,788,5,-603,-218,4000,-3921,4000,1964
1,1419,-46,-257,-106,4000,-349,4000,2030
1,1018,37,677,-30,4000,2450,4000,2354
1,234,109,1289,170,4000,4000,4000,2182
1,501,212,1703,292,4000,4000,4000,1834
1,256,239,853,-38,4000,-2353,4000,1635
1,149,138,-761,-155,-781,-4000,4000,1460
1,-193,-3,-2086,-306,-4000,-4000,4000,1272
1,-1365,-10,-2436,-499,-4000,-4000,4000,1077
1,-1300,198,-2127,-387,-4000,-4000,1825,491
1,-713,164,-1939,-446,-4000,2904,-1291,225
1,-270,146,-1671,-409,-4000,4000,-4000,-49
1,86,176,-609,-610,-4000,4000,-4000,-294
1,-117,210,1175,-564,-2740,4000,-4000,-418
1,-779,21,2345,-336,-1658,4000,-4000,-415
1,-1170,-72,1680,-271,-1459,4000,-4000,-403
1,-1105,-15,328,-123,-795,4000,-4000,-411
1,-885,-29,-182,-34,1378,2971,-4000,-370
1,-908,-64,-731,-7,2646,-3470,-4000,-297
1,-566,-36,-963,-157,4000,-4000,-4000,-357
1,110,-31,-1191,-245,4000,-4000,-4000,-411
1,567,-49,-450,-183,4000,-4000,-4000,-382
1,908,-3,854,-260,4000,-4000,-4000,-321
1,964,-83,349,-214,4000,-4000,-4000,-468
1,1093,-188,434,20,4000,-4000,-4000,-649
1,1065,-181,1234,141,4000,-4000,-4000,-899
1,977,-150,526,134,4000,-4000,-4000,-987
1,929,19,-711,52,4000,-4000,-4000,-882
1,774,114,-1035,55,4000,-4000,-4000,-843
1,721,120,-959,168,4000,-637,-4000,-832
1,485,217,-1488,246,4000,4000,-4000,-1062
1,460,171,-1451,262,4000,4000,-4000,-1018
1,334,136,-840,130,4000,4000,-4000,-846
1,214,113,-150,73,4000,4000,-4000,-531
1,200,95,658,60,4000,4000,-4000,-295
1,70,224,1422,84,4000,4000,-4000,-136
1,-30,224,2412,140,4000,4000,-4000,597
1,-195,160,2225,221,4000,4000,-3794,2816
1,-31,217,713,268,4000,4000,-2577,3404
1,147,217,-143,341,4000,4000,-1641,3845
1,674,195,318,443,4000,4000,-552,3845
1,825,186,1509,469,4000,4000,246,3912
1,399,224,1965,447,4000,4000,342,3939
1,126,215,1704,410,1568,4000,319,3788
1,-64,186,727,426,-4000,4000,315,3747
1,-246,168,-393,390,-4000,4000,-161,3617
1,-317,79,-1427,337,-4000,4000,-1209,3548
1,-453,64,-2004,341,-4000,4000,-2508,3226
1,-566,25,-1787,381,-4000,4000,-3171,2704
1,-564,-25,-469,425,-4000,4000,-3257,2563
1,-404,66,152,431,-4000,4000,-4000,2675
1,-457,106,-803,459,-4000,4000,-4000,2628
1,-605,39,-1126,512,-4000,4000,-4000,1859
1,-409,6,-1427,469,-4000,1787,-4000,1352
1,-295,-27,-1427,244,-4000,-662,-4000,1071
1,-188,-49,-1345,75,-4000,-3051,-4000,296
1,22,-59,-1227,134,-4000,-4000,-4000,-588
1,117,-66,-213,33,-4000,-4000,-4000,-1438
1,127,-53,337,40,-4000,-4000,-4000,-2150
1,95,-53,663,76,-4000,-4000,-4000,-3462
1,104,-72,573,-8,-4000,-4000,-3688,-3349
1,123,-82,126,23,-4000,-4000,-2792,-1469
1,214,-42,33,95,-4000,-4000,-2968,-549
1,260,-66,-6,211,-4000,-4000,-3082,-687
1,51,-39,198,207,-4000,-4000,-2855,-883
1,-77,-49,476,163,-4000,-4000,-2223,-1143
1,-126,-45,632,48,-4000,-4000,-2384,-1774
1,-170,-39,854,-184,-4000,-4000,-2288,-2218
1,-230,-73,970,-247,-4000,-4000,-2097,-3439
1,-186,-73,728,-137,-4000,-4000,-1944,-4000
1,-150,-87,642,-226,-4000,-4000,-1783,-4000
1,-161,-42,596,-253,-4000,-4000,-1645,-4000
1,-87,-22,183,-214,-4000,-4000,-1523,-4000
1,-152,-32,-146,-355,-4000,-4000,-726,-4000
1,-75,-26,-311,-428,-4000,-4000,2161,-3333
1,-27,1,-302,-623,-2757,-4000,4000,-3345
1,-7,13,-124,-643,-1462,-4000,4000,-3540
1,74,8,22,-603,12,-4000,4000,-3777
1,135,12,297,-717,1863,-4000,4000,-4000
1,159,-32,854,-610,2906,-4000,4000,-4000
1,149,-57,830,-440,4000,-4000,4000,-3925
1,151,-96,223,-320,4000,-4000,4000,-3724
1,112,-133,-26,-163,4000,-3714,4000,-3280
1,118,-112,-427,-37,4000,-2869,4000,-2862
1,94,-78,-773,76,4000,-2061,4000,-2429
1,122,-90,-950,276,4000,-1461,4000,-2283
1,176,-146,-927,484,4000,-1160,4000,-1957
1,136,-199,-682,559,4000,-924,4000,-1599
1,47,-194,-580,508,4000,-276,4000,-1530
1,-25,-153,-393,106,4000,-22,4000,-1204
1,-3,-145,-212,-119,4000,-779,4000,-458
1,28,-179,-20,141,4000,-1075,4000,535
1,51,-207,36,231,4000,-794,4000,1374
1,100,-127,148,320,4000,-410,4000,2176
1,105,-53,229,139,4000,-36,4000,3079
1,12,24,237,-255,4000,1331,4000,3803
1,12,237,181,-490,4000,2904,4000,4000
1,90,390,41,-436,4000,2871,4000,4000
1,126,398,-66,7,4000,2905,4000,4000
1,120,341,-96,140,4000,2503,4000,4000
1,98,244,19,232,4000,823,4000,4000
1,-6,52,20,431,4000,168,4000,4000
1,-161,-72,55,549,4000,2100,4000,4000
1,20,-374,34,390,4000,508,-4000,927
1,44,-167,6,-32,4000,1075,-4000,471
1,39,158,-3,-690,3619,1344,-4000,178
1,-20,363,112,-503,1580,1799,-4000,-513
1,25,197,266,549,416,1643,-4000,-557
1,50,-59,96,628,-478,2188,-4000,-181
1,-30,-221,-20,258,-839,2373,-4000,-104
1,-79,-393,-84,-433,-2484,2580,-4000,128
1,-44,-300,-153,-637,-2574,1531,-4000,239
1,-66,-169,-218,-328,-812,2,-4000,288
1,-40,-15,-248,-316,-1264,-1290,-4000,419
1,12,40,-229,-107,-2289,-3374,-4000,521
1,42,-101,-144,-45,-1821,-4000,-4000,484
1,26,-121,-75,248,-2937,-2705,-4000,341
1,-35,3,24,598,-3978,-1588,-4000,239
1,-118,85,-6,244,-3533,-1568,-4000,123
1,-136,-50,-11,108,-3456,-1780,-4000,276
1,-125,-174,17,-153,-3773,-2093,140,817
1,-89,-240,-44,-42,-4000,-2900,3950,1199
1,-88,-356,-133,-262,-4000,-2896,4000,1496
1,-60,-369,-111,-676,-4000,-3209,4000,2110
1,-20,-111,-5,-784,-4000,-4000,4000,3210
1,-45,328,-29,-754,-4000,-4000,4000,2753
1,-39,383,-47,-212,-4000,-4000,4000,2498
1,-86,371,-106,115,-4000,-4000,4000,2354
1,-90,347,-180,310,-3779,-3968,4000,2498
1,-120,281,-285,364,-2706,-2872,4000,2184
1,-89,213,-328,366,-2423,-1522,4000,1590
1,-52,180,-267,489,-2740,180,4000,1270
1,-25,81,-225,558,-2057,1144,4000,1207
1,10,27,-120,329,-770,795,4000,760
1,6,-3,45,102,541,1157,4000,34
1,-47,-88,116,-377,1641,1704,4000,-793
1,-25,-173,201,-717,3623,990,4000,-1583
1,48,-284,84,-210,4000,758,4000,-1622
1,-43,253,76,-168,4000,-1107,4000,-4000
1,77,-168,451,-271,4000,3930,641,-4000
1,98,-211,580,283,4000,2580,-2401,-4000
1,61,-188,457,467,4000,2893,-4000,-4000
1,-16,-155,243,590,4000,3137,-4000,-4000
1,-93,-6,-42,522,2443,1638,-4000,955
1,-90,-146,-160,170,757,1114,-4000,2176
1,-109,-247,-207,8,-449,433,-4000,3404
1,-96,-351,-223,158,-2252,-202,-4000,3991
1,-73,-395,-252,548,-4000,-802,-4000,4000
1,-24,-364,-254,573,-4000,-1336,-4000,4000
1,1,-362,-185,134,-4000,-1642,-4000,4000
1,-10,-356,-144,-20,-4000,-1848,-4000,4000
1,6,-203,-133,-245,-4000,-1946,-4000,4000
1,25,-76,-13,-357,-4000,-1916,-4000,4000
1,39,10,-60,-505,-4000,-1908,-4000,3806
1,84,152,-2,-564,-4000,-1851,-4000,3161
1,110,256,325,-324,-4000,-1814,-4000,2636
1,100,304,337,-57,-4000,-1780,-4000,1850
1,121,332,-84,113,-4000,-1461,-4000,1032
1,50,363,-340,93,-4000,-1196,-4000,890
1,-6,341,-555,-32,-4000,-745,-4000,462
1,48,279,-682,-121,-4000,-56,-4000,-79
1,32,172,-668,-152,-4000,510,-4000,-1018
1,-50,94,-620,-173,-4000,1012,-3342,-1774
1,-157,102,-432,-153,-4000,1313,-1766,-2035
1,-210,84,-316,-185,-4000,1205,-251,-2429
1,-224,26,-224,-167,-4000,819,1591,-2619
1,-161,70,-148,-173,-4000,260,3918,-2580
1,-89,112,-65,-164,-4000,-190,4000,-2462
1,-29,-6,30,-251,-4000,410,4000,-2712
1,27,-82,84,-175,-4000,1710,4000,-3126
1,-13,-105,402,55,-4000,2709,4000,-2798
1,7,-111,817,39,-4000,3463,4000,-2046
1,25,-83,708,-64,-4000,3810,4000,-1524
1,9,-110,402,-226,-4000,4000,4000,-1078
1,-31,-197,150,-350,-4000,4000,4000,-883
1,-37,-194,15,-381,-4000,4000,4000,-533
1,-55,-131,99,-487,-4000,4000,4000,-217
1,-130,-83,-154,-446,-4000,3686,4000,208
1,-97,-86,-339,-359,-4000,2568,4000,981
1,-33,-102,-490,-303,-2000,2580,4000,1329
1,1,-122,-620,-196,2296,2580,4000,1069
1,-8,-130,-609,-285,4000,1018,4000,825
1,-54,-48,-589,-387,4000,-1516,4000,1065
1,3,-11,-182,-418,4000,-3524,4000,1207
1,45,-22,-14,-466,4000,-3600,4000,1468
1,24,-23,68,-428,4000,-3441,4000,1698
1,25,-2,145,-348,4000,-3895,4000,1771
1,82,-3,150,-160,4000,-4000,4000,1859
1,508,28,533,134,4000,-4000,4000,1924
1,973,124,1348,426,4000,-4000,4000,2097
1,927,225,1422,624,2060,-4000,4000,2054
1,554,317,213,541,-1658,-4000,4000,2054
1,194,233,-312,423,-4000,-4000,4000,1985
1,-114,98,-746,375,-4000,-4000,4000,1857
1,-221,4,-841,245,-4000,-4000,4000,1696
1,-294,-64,-580,166,-4000,-4000,4000,1460
1,-331,-79,-620,91,-4000,-4000,3134,1384
1,-314,-129,-299,-13,-4000,-4000,1735,1338
1,-492,-188,57,-84,-4000,-1701,91,1270
1,-404,-247,524,-153,-4000,1279,-1653,1258
1,-213,-306,697,-219,-4000,3735,-3053,1272
1,144,-242,260,-279,-4000,4000,-4000,1346
1,629,-112,-364,-198,-4000,4000,-4000,1533
1,757,-44,-488,-76,-4000,4000,-4000,1671
1,552,24,-442,-9,-4000,4000,-4000,1975
1,28,7,-156,104,-4000,4000,-4000,2313
1,-563,-74,331,244,-4000,4000,-4000,2681
1,-1158,-87,584,199,-4000,4000,-4000,3031
1,-1300,-52,598,41,-4000,4000,-4000,3393
1,-1230,14,854,59,-3639,3670,-4000,3831
1,-1129,28,1302,199,-1916,2308,-4000,4000
1,-843,55,1891,232,-616,853,-4000,4000
1,-498,124,1473,134,472,-320,-3863,4000
1,-75,164,107,166,218,-1030,-3297,4000
1,112,207,6,323,-1251,-536,-2963,4000
1,90,172,-438,341,-2955,947,-2097,4000
1,147,157,-932,203,-3408,2373,-939,4000
1,183,132,-1259,40,-3456,3621,216,4000
1,69,130,-1521,-49,-3343,4000,1145,4000
1,139,144,-1028,15,-2708,4000,1931,4000
1,465,103,-413,64,-1731,4000,2700,4000
1,640,66,139,10,-343,4000,3364,4000
1,105,3,-151,150,754,4000,3852,3747
1,-190,20,-334,369,1258,4000,3795,3393
1,74,3,-1406,454,1192,4000,3555,2935
1,399,-57,-2127,524,570,3751,3103,2498
1,1098,-21,-1819,459,-269,2182,2558,2097
1,1000,54,-1847,377,-565,237,2183,1704
1,452,24,-1226,329,216,-1562,1825,1313
1,-156,-44,-906,248,806,-2172,1540,864
1,-517,-116,-427,171,-409,-1959,1329,349
1,-445,-179,374,-17,-3327,-1851,1076,-146
1,-313,-214,651,-206,-4000,-1568,637,-624
1,195,-171,936,-389,-4000,-1196,368,-1058
1,281,-88,1119,-558,-4000,-1336,197,-1339
1,408,-52,1485,-617,-4000,-1526,-87,-1577
1,325,-5,2225,-654,-4000,-1875,-264,-1860
1,-7,-3,2875,-676,-3456,-2500,-447,-2413
1,-197,82,1573,-307,485,-3894,-802,-4000
1,674,171,-171,-102,-2470,-3789,-433,-4000
1,1189,262,-1547,118,-4000,-3377,-387,-4000
1,1030,152,-2851,303,3837,-1546,-570,-4000
1,619,-4,-2822,156,4000,-571,-1136,-4000
1,391,-32,-1779,-17,4000,772,-1754,-4000
1,827,-77,-711,-8,4000,2359,-2162,-4000
1,1222,-130,105,110,4000,4000,-2707,-4000
1,241,-181,677,65,4000,4000,-3266,-4000
1,-453,-86,380,-186,4000,4000,-3599,-4000
1,-1045,30,172,-365,4000,4000,-3898,-4000
1,-1345,130,651,199,4000,4000,-4000,-3839
1,-1267,273,1003,182,4000,4000,-3816,-3724
1,-1296,195,1052,124,4000,4000,-3379,-3630
1,-848,95,836,115,4000,4000,-3061,-3504
1,-753,189,1,118,4000,4000,-2855,-3305
1,-858,247,-696,83,4000,4000,-2774,-3057
1,-966,254,-348,132,4000,4000,-2781,-2781
1,-1170,245,328,183,4000,4000,-2939,-2385
1,-1003,261,488,233,4000,4000,-2988,-1996
1,-75,200,231,177,4000,4000,-2781,-1656
1,1112,-27,103,134,4000,4000,-2247,-1269
1,717,-56,43,-123,1388,4000,-1201,-597
1,253,-15,1473,-277,-234,2580,-1311,-234
1,979,-58,2266,-300,-616,-851,-1428,62
1,774,-118,-674,255,-2574,-4000,-2027,1338
1,-266,50,-259,317,-1422,-4000,-3064,1671
1,-771,126,-551,305,1082,-4000,-4000,2023
1,-1365,69,-488,189,4000,-4000,-4000,2283
1,-680,81,-613,112,4000,-4000,-1901,2437
1,-159,-129,-749,-198,4000,-4000,1333,2485
1,1173,-225,-328,-515,4000,-4000,4000,2575
1,1482,-306,265,-255,4000,-4000,4000,3539
1,695,-364,20,33,4000,-4000,4000,3604
1,-111,-354,-710,95,4000,-4000,4000,3534
1,-583,-272,-976,37,4000,-4000,4000,3226
1,-510,-179,-1406,133,4000,-4000,4000,2835
1,-779,-135,-1944,85,4000,-4000,4000,2348
1,-683,-34,-2170,5,4000,-4000,4000,1793
1,-445,-29,-1980,-84,4000,-4000,4000,1303
1,-942,99,-1297,-159,4000,-4000,69,787
1,-1430,262,-1061,-94,4000,-4000,-4000,279
1,-1255,52,1212,170,4000,-4000,-4000,-1298
1,-1365,-153,1633,108,4000,-4000,-4000,-1860
1,-1045,-181,724,-112,4000,-4000,-4000,-2491
1,-272,-201,793,-300,4000,-4000,-4000,-3089
1,537,-102,1086,-430,4000,-4000,-4000,-3659
1,1059,-80,2006,-603,1930,-4000,-4000,-4000
1,1408,-133,2615,-763,-2194,-4000,-3516,-4000
1,1535,38,1951,-640,-4000,-4000,270,-4000
1,790,345,1249,-325,-4000,-4000,2086,-4000
1,-350,374,651,-44,-4000,-3661,4000,-4000
1,-435,247,1314,4,-4000,-2662,4000,-4000
1,-81,148,1605,-18,-4000,-1717,4000,-4000
1,149,251,996,95,-4000,-1020,4000,-4000
1,74,347,-450,81,-4000,-612,4000,-4000
1,183,127,-1665,1,-4000,8,4000,-4000
1,224,117,-2398,24,-4000,273,4000,-4000
1,-779,-57,-2479,125,-4000,707,3612,-4000
1,-1430,-81,-1143,124,-4000,888,-2676,-4000
1,-1294,-141,1003,-15,-4000,1120,-4000,-4000
1,-858,-70,2412,-206,-4000,1417,-4000,-4000
1,-457,-3,2421,-297,-4000,1929,-4000,-4000
1,269,-103,1127,-133,-4000,2448,-4000,-4000
1,603,-108,-768,-4,-4000,3036,-4000,-4000
1,721,-83,-1126,41,-4000,3807,-4000,-4000
1,895,3,-1286,219,-4000,4000,-4000,-4000
1,790,32,-1846,215,-4000,4000,-4000,-4000
1,566,-21,-1612,215,-4000,4000,-4000,-4000
1,538,-130,-1041,164,-4000,4000,-4000,-4000
1,365,-215,-324,20,-4000,4000,-4000,-4000
1,595,-211,882,25,-4000,4000,-4000,-4000
1,863,-205,2213,92,-4000,4000,-4000,-4000
1,668,-118,2729,232,-4000,4000,-4000,-4000
1,477,51,2680,303,-4000,4000,-4000,-4000
1,391,215,2771,206,-3258,4000,-4000,-2746
1,204,195,2160,43,-1201,3611,-4000,3731
1,122,144,677,30,-103,1990,-4000,4000
1,23,-24,-613,111,-1658,747,-4000,4000
1,-185,-232,-1061,264,-4000,-74,-4000,4000
1,-216,-423,-1353,219,-4000,-212,-4000,4000
1,-16,-440,-1201,67,-4000,410,-1853,4000
1,243,-215,-948,-9,-4000,1567,4000,4000
1,275,-91,-579,-179,-4000,2840,4000,4000
1,256,113,157,-132,-4000,3930,4000,4000
1,295,327,-20,122,-4000,4000,4000,4000
1,208,374,-377,189,-4000,4000,4000,4000
1,97,305,-345,134,-4000,4000,4000,4000
1,19,217,179,219,-4000,4000,4000,4000
1,-50,168,728,221,-4000,4000,4000,4000
1,-123,149,1003,227,-4000,4000,4000,4000
1,-126,76,1368,170,-4000,4000,3810,4000
1,-109,0,580,69,-4000,4000,4000,4000
1,-155,3,-617,75,-4000,4000,4000,4000
1,-128,5,-1072,1,-4000,4000,4000,4000
1,-156,52,-1646,-41,-4000,4000,3738,4000
1,-193,99,-1492,-15,-4000,4000,-3729,4000
1,-71,76,-1166,-75,-3785,4000,-4000,4000
1,86,48,-776,-116,-3391,4000,-4000,4000
1,137,-22,-580,-157,-1658,4000,-4000,4000
1,131,-88,-773,-156,2293,4000,-4000,4000
1,95,-92,-532,-88,4000,4000,-4000,4000
1,-43,-192,-625,-28,4000,4000,-4000,3666
1,-58,-183,-501,59,4000,4000,-4000,1509
1,74,-24,-245,134,4000,4000,-4000,-1204
1,135,12,59,248,4000,4000,-4000,-2881
1,188,40,280,337,4000,4000,-4000,-3349
1,128,107,402,272,4000,4000,-4000,-4000
1,-85,139,764,190,4000,4000,-4000,-4000
1,-272,158,1088,134,4000,4000,-4000,-4000
1,-427,152,1161,73,4000,134,-4000,-4000
1,-371,115,1096,54,4000,-3270,-4000,-4000
1,-246,59,1101,14,4000,-4000,-4000,-4000
1,-221,-56,800,-71,4000,-4000,-4000,4000
1,-99,-139,528,-115,4000,-4000,4000,4000
1,4,-188,234,-160,4000,-4000,4000,4000
1,79,-231,123,-136,4000,-4000,4000,4000
1,78,-191,181,-59,4000,-4000,4000,4000
1,108,-139,465,-62,-4000,-4000,4000,4000
1,192,-118,1041,-126,-4000,-4000,4000,4000
1,177,-135,1239,-180,-4000,-4000,4000,4000
1,110,-148,1420,-192,-4000,-4000,4000,4000
1,35,-21,1096,-167,-4000,-4000,4000,4000
1,-31,95,244,-145,-4000,-4000,4000,4000
1,-58,122,-201,-224,-4000,-4000,4000,4000
1,-65,142,-710,-186,1482,-4000,-2467,4000
1,-121,62,-1166,-31,2190,-4000,-4000,4000
1,-90,34,-1321,-18,-2900,-4000,-3857,4000
1,-70,34,-1304,-32,-4000,-3051,600,4000
1,-91,67,-1065,12,-4000,-1574,2321,-3237
1,-106,87,-894,-12,-4000,-1430,-3390,-4000
1,-136,34,-737,-155,-4000,-985,-4000,-4000
1,-155,94,-680,-216,-4000,394,-4000,-4000
1,-197,95,-555,-155,-4000,1994,-4000,-4000
1,-207,113,-302,42,-3793,3101,-4000,-4000
1,-141,146,-336,280,1156,3849,-4000,-4000
1,-130,4,-189,290,4000,4000,-2276,-4000
1,-135,-149,-150,142,4000,4000,4000,-4000
1,-85,-213,85,15,4000,4000,4000,-4000
1,-88,-266,410,-105,4000,4000,4000,-4000
1,-92,-243,263,-357,4000,4000,4000,-4000
1,-107,-218,284,-484,4000,4000,4000,-4000
1,-131,-214,30,-346,4000,4000,4000,-4000
1,-170,-68,-86,-113,4000,4000,4000,-4000
1,-135,71,337,166,2188,4000,4000,-4000
1,-95,135,1647,336,-3231,4000,4000,-4000
1,-104,66,2783,221,-4000,4000,4000,-3839
1,-60,-130,2225,-15,-4000,3556,2960,225
1,-75,-264,2213,-210,-4000,3072,954,1572
1,-81,-474,2095,-324,-4000,2800,-612,-333
1,-52,-519,803,-336,-4000,2644,-912,-1697
1,-14,-438,-609,-328,-4000,2775,-143,-2881
1,-71,-460,-1600,-198,-4000,3131,659,-4000
1,-132,-340,-2253,-162,-4000,3231,1092,-3870
1,-169,81,-2658,-166,-4000,2450,1011,-3113
1,180,487,-1414,7,-4000,-2705,-2679,2029
1,263,345,-840,14,-4000,-2754,-3455,4000
1,292,355,-458,85,-4000,-2543,-4000,4000
1,346,335,-201,67,-4000,-2547,-4000,4000
1,235,288,62,55,-1031,-2938,-4000,4000
1,220,132,259,63,4000,-3144,-4000,4000
1,186,5,349,1,4000,-3443,-4000,4000
1,58,-65,622,-16,4000,-3635,-4000,4000
1,-64,135,717,-39,4000,-3529,-4000,4000
1,-76,286,736,-46,4000,-3620,-4000,4000
1,-24,127,793,-17,4000,-3912,-3000,4000
1,-60,110,724,-24,4000,-4000,-851,4000
1,-26,86,724,-10,4000,-4000,-745,4000
1,-3,-42,671,63,4000,-4000,-1653,4000
1,40,-284,637,146,4000,-3234,-1979,4000
1,129,-440,544,195,4000,-2338,-2614,4000
1,108,-423,504,128,4000,-1875,-2483,4000
1,24,-411,425,102,4000,-1912,-2508,4000
1,35,-301,337,171,4000,-1977,220,4000
1,6,-188,284,264,4000,-1873,3918,4000
1,-56,-153,188,252,4000,-1330,4000,4000
1,-123,-305,142,94,4000,-896,4000,4000
1,-209,-375,52,-47,4000,-1010,4000,4000
1,-227,-505,64,-232,4000,-1265,3528,4000
1,-172,-591,64,-279,4000,-1656,1467,4000
1,-116,-416,10,-255,4000,-1902,28,4000
1,-91,-202,9,-347,4000,-1851,-84,4000
1,18,269,-10,-312,4000,-1913,-471,3976
1,62,477,-36,-232,4000,-2218,-1045,2182
1,112,580,-95,23,4000,-2500,-1918,-480
1,175,567,-100,255,282,-3856,1247,-4000
1,180,514,-45,207,-2638,-4000,3360,-4000
1,136,472,-10,172,-4000,-4000,4000,-4000
1,-7,294,-32,113,-4000,-4000,4000,-4000
1,-80,138,24,115,-4000,-4000,4000,-4000
